,logP,smiles,Temperature,pH
9304,4.37,[H][c]1[c]([H])[c]([H])[c]([C]([H])([H])[C@]([O][C](=[O])[C]([H])([H])[C]([H])([H])[H])([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[C@@]([H])([C]([H])([H])[H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H],25.0,11.0
9305,4.37,[H][c]1[c]([H])[c]([H])[c]([C]([H])([H])[C@]([O][C](=[O])[C]([H])([H])[C]([H])([H])[H])([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[C@@]([H])([C]([H])([H])[H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H],25.0,9.0
9306,4.37,[H][c]1[c]([H])[c]([H])[c]([C]([H])([H])[C@]([O][C](=[O])[C]([H])([H])[C]([H])([H])[H])([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[C@@]([H])([C]([H])([H])[H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H],25.0,7.5
9307,4.37,[H][c]1[c]([H])[c]([H])[c]([C]([H])([H])[C@]([O][C](=[O])[C]([H])([H])[C]([H])([H])[H])([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[C@@]([H])([C]([H])([H])[H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H],25.0,8.0
9309,3.95,[H][c]1[s][c]([C]([H])([H])[C]([H])([H])[N]2[C]([H])([H])[C]([H])([H])[C]([N]([C](=[O])[C]([H])([H])[C]([H])([H])[H])[c]3[c]([H])[c]([H])[c]([H])[c]([H])[c]3[H])([C]([H])([H])[O][C]([H])([H])[H])[C]([H])([H])[C]2([H])[H])[c]([H])[c]1[H],35.0,8.73
9310,0.6,[H][c]1[c]([H])[c]([C](=[O])[O][C]([H])([H])[C]([H])([H])[O][C]([H])([H])[n]2[c]([H])[n][c]3[c](=[O])[n]([H])[c]([N]([H])[H])[n][c]32)[c]([H])[c]([C]([H])([H])[N]([C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]1[H],21.0,6.96
9311,0.6,[H][c]1[c]([H])[c]([C](=[O])[O][C]([H])([H])[C]([H])([H])[O][C]([H])([H])[n]2[c]([H])[n][c]3[c](=[O])[n]([H])[c]([N]([H])[H])[n][c]32)[c]([H])[c]([C]([H])([H])[N]([C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]1[H],21.0,9.36
9312,0.6,[H][c]1[c]([H])[c]([C](=[O])[O][C]([H])([H])[C]([H])([H])[O][C]([H])([H])[n]2[c]([H])[n][c]3[c](=[O])[n]([H])[c]([N]([H])[H])[n][c]32)[c]([H])[c]([C]([H])([H])[N]([C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]1[H],21.0,6.22
9313,0.6,[H][c]1[c]([H])[c]([C](=[O])[O][C]([H])([H])[C]([H])([H])[O][C]([H])([H])[n]2[c]([H])[n][c]3[c](=[O])[n]([H])[c]([N]([H])[H])[n][c]32)[c]([H])[c]([C]([H])([H])[N]([C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]1[H],21.0,4.94
9316,0.6,[H][c]1[c]([H])[c]([C](=[O])[O][C]([H])([H])[C]([H])([H])[O][C]([H])([H])[n]2[c]([H])[n][c]3[c](=[O])[n]([H])[c]([N]([H])[H])[n][c]32)[c]([H])[c]([C]([H])([H])[N]([C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]1[H],21.0,7.75
9348,3.87,[H][c]1[n][c]([H])[n]([C]([H])([H])[H])[c]1[C]([H])([H])[C@]([H])([C]([H])([H])[O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C@@]([H])([C](=[O])[O][C]([H])([H])[c]1[c]([H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[H],23.0,7.38
9350,3.87,[H][c]1[n][c]([H])[n]([C]([H])([H])[H])[c]1[C]([H])([H])[C@]([H])([C]([H])([H])[O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C@@]([H])([C](=[O])[O][C]([H])([H])[c]1[c]([H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[H],23.0,4.66
9351,3.87,[H][c]1[n][c]([H])[n]([C]([H])([H])[H])[c]1[C]([H])([H])[C@]([H])([C]([H])([H])[O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C@@]([H])([C](=[O])[O][C]([H])([H])[c]1[c]([H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[H],23.0,9.0
9352,3.87,[H][c]1[n][c]([H])[n]([C]([H])([H])[H])[c]1[C]([H])([H])[C@]([H])([C]([H])([H])[O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C@@]([H])([C](=[O])[O][C]([H])([H])[c]1[c]([H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[H],23.0,5.86
9353,3.87,[H][c]1[n][c]([H])[n]([C]([H])([H])[H])[c]1[C]([H])([H])[C@]([H])([C]([H])([H])[O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C@@]([H])([C](=[O])[O][C]([H])([H])[c]1[c]([H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[H],23.0,7.0
9354,3.87,[H][c]1[n][c]([H])[n]([C]([H])([H])[H])[c]1[C]([H])([H])[C@]([H])([C]([H])([H])[O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C@@]([H])([C](=[O])[O][C]([H])([H])[c]1[c]([H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[H],23.0,6.27
9355,3.87,[H][c]1[n][c]([H])[n]([C]([H])([H])[H])[c]1[C]([H])([H])[C@]([H])([C]([H])([H])[O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C@@]([H])([C](=[O])[O][C]([H])([H])[c]1[c]([H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[H],23.0,6.5
9356,3.87,[H][c]1[n][c]([H])[n]([C]([H])([H])[H])[c]1[C]([H])([H])[C@]([H])([C]([H])([H])[O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C@@]([H])([C](=[O])[O][C]([H])([H])[c]1[c]([H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[H],23.0,5.0
9357,3.87,[H][c]1[n][c]([H])[n]([C]([H])([H])[H])[c]1[C]([H])([H])[C@]([H])([C]([H])([H])[O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C@@]([H])([C](=[O])[O][C]([H])([H])[c]1[c]([H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[H],23.0,5.22
9358,3.87,[H][c]1[n][c]([H])[n]([C]([H])([H])[H])[c]1[C]([H])([H])[C@]([H])([C]([H])([H])[O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C@@]([H])([C](=[O])[O][C]([H])([H])[c]1[c]([H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[H],23.0,5.5
9359,3.87,[H][c]1[n][c]([H])[n]([C]([H])([H])[H])[c]1[C]([H])([H])[C@]([H])([C]([H])([H])[O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C@@]([H])([C](=[O])[O][C]([H])([H])[c]1[c]([H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[H],23.0,4.5
9360,3.87,[H][c]1[n][c]([H])[n]([C]([H])([H])[H])[c]1[C]([H])([H])[C@]([H])([C]([H])([H])[O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C@@]([H])([C](=[O])[O][C]([H])([H])[c]1[c]([H])[c]([H])[c]([C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[H],23.0,4.58
9377,3.95,[H][O][C@@]1([H])[C]([H])([H])[C](=[O])[O][C]([H])([C]([H])([H])[C]([H])([H])[C@]2([H])[C]3([H])[C](=[C]([H])[C]([H])([H])[C]([H])([H])[C]3([H])[O][C](=[O])[C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[C]([H])=[C]([H])[C@]2([H])[C]([H])([H])[H])[C]1([H])[H],23.0,5.0
9378,2.42,[H][O][C@]1([H])[C]([H])=[C]2[C]([H])=[C]([H])[C]([H])([C]([H])([H])[H])[C@]([H])([C]([H])([H])[C]([H])([H])[C]3([H])[O][C](=[O])[C]([H])([H])[C@]([H])([O][H])[C]3([H])[H])[C]2([H])[C]([H])([O][C](=[O])[C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[C]1([H])[H],23.0,5.0
9404,1.5,[H][c]1[c]([H])[c]([C](=[O])[O][C]([H])([H])[C]([H])([H])[O][C]([H])([H])[n]2[c]([H])[n][c]3[c](=[O])[n]([H])[c]([N]([H])[H])[n][c]32)[c]([H])[c]([C]([H])([H])[N]([C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]1[H],21.0,5.78
9406,1.5,[H][c]1[c]([H])[c]([C](=[O])[O][C]([H])([H])[C]([H])([H])[O][C]([H])([H])[n]2[c]([H])[n][c]3[c](=[O])[n]([H])[c]([N]([H])[H])[n][c]32)[c]([H])[c]([C]([H])([H])[N]([C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]1[H],21.0,6.76
9408,1.5,[H][c]1[c]([H])[c]([C](=[O])[O][C]([H])([H])[C]([H])([H])[O][C]([H])([H])[n]2[c]([H])[n][c]3[c](=[O])[n]([H])[c]([N]([H])[H])[n][c]32)[c]([H])[c]([C]([H])([H])[N]([C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]1[H],21.0,7.95
9409,1.5,[H][c]1[c]([H])[c]([C](=[O])[O][C]([H])([H])[C]([H])([H])[O][C]([H])([H])[n]2[c]([H])[n][c]3[c](=[O])[n]([H])[c]([N]([H])[H])[n][c]32)[c]([H])[c]([C]([H])([H])[N]([C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]1[H],21.0,4.95
9410,1.5,[H][c]1[c]([H])[c]([C](=[O])[O][C]([H])([H])[C]([H])([H])[O][C]([H])([H])[n]2[c]([H])[n][c]3[c](=[O])[n]([H])[c]([N]([H])[H])[n][c]32)[c]([H])[c]([C]([H])([H])[N]([C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[c]1[H],21.0,9.19
9413,4.26,[H][O][C]1([H])[C]([H])([H])[C](=[O])[O][C@]([H])([C]([H])([H])[C]([H])([H])[C@@]2([H])[C@@]([H])([C]([H])([H])[H])[C]([H])=[C]([H])[C]3=[C]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([O][C](=[O])[C@@]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[C@@]32[H])[C]1([H])[H],23.0,5.0
9421,4.15,[H][O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([C]([H])([H])[H])[C]1([H])[C]([H])([H])[C]([H])([H])[C]2([H])[C]3([H])[C]([H])([O][H])[C]([H])([H])[C]4([H])[C]([H])([H])[C]([H])([O][H])[C]([H])([H])[C]([H])([H])[C]4([C]([H])([H])[H])[C]3([H])[C]([H])([H])[C]([H])([H])[C]12[C]([H])([H])[H],25.0,3.0
9422,4.15,[H][O][C](=[O])[C]([H])([H])[C]([H])([H])[C@@]([H])([C]([H])([H])[H])[C@@]1([H])[C]([H])([H])[C]([H])([H])[C@]2([H])[C@]1([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@]1([H])[C@@]3([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@@]([H])([O][H])[C]([H])([H])[C]3([H])[C]([H])([H])[C@@]([H])([O][H])[C@]12[H],20.0,2.4
9424,3.5,[H][O][C](=[O])[C]([H])([H])[C]([H])([H])[C@@]([H])([C]([H])([H])[H])[C@@]1([H])[C]([H])([H])[C]([H])([H])[C@]2([H])[C]1([C]([H])([H])[H])[C@@]([H])([O][H])[C]([H])([H])[C@]1([H])[C@@]3([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@@]([H])([O][H])[C]([H])([H])[C@@]3([H])[C]([H])([H])[C]([H])([H])[C@@]21[H],25.0,3.0
9426,3.5,[H][O][C](=[O])[C]([H])([H])[C]([H])([H])[C@@]([H])([C]([H])([H])[H])[C@@]1([H])[C]([H])([H])[C]([H])([H])[C@]2([H])[C]1([C]([H])([H])[H])[C@@]([H])([O][H])[C]([H])([H])[C@]1([H])[C@@]3([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C@@]([H])([O][H])[C]([H])([H])[C@@]3([H])[C]([H])([H])[C]([H])([H])[C@@]21[H],20.0,2.4
9429,2.39,[H][O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([C]([H])([H])[H])[C]1([H])[C]([H])([H])[C]([H])([H])[C]2([H])[C]3([H])[C]([H])([O][H])[C]([H])([H])[C]4([H])[C]([H])([H])[C]([H])([O][H])[C]([H])([H])[C]([H])([H])[C]4([C]([H])([H])[H])[C]3([H])[C]([H])([H])[C]([H])([O][H])[C]12[C]([H])([H])[H],25.0,3.0
9431,2.39,[H][O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([C]([H])([H])[H])[C]1([H])[C]([H])([H])[C]([H])([H])[C]2([H])[C]3([H])[C]([H])([O][H])[C]([H])([H])[C]4([H])[C]([H])([H])[C]([H])([O][H])[C]([H])([H])[C]([H])([H])[C]4([C]([H])([H])[H])[C]3([H])[C]([H])([H])[C]([H])([O][H])[C]12[C]([H])([H])[H],37.0,2.4
9445,4.68,[H][O][C]1([H])[C]([H])([H])[C](=[O])[O][C@]([H])([C]([H])([H])[C]([H])([H])[C@@]2([H])[C@@]([H])([C]([H])([H])[H])[C]([H])=[C]([H])[C]3=[C]([H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([O][C](=[O])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[H])[C@@]32[H])[C]1([H])[H],23.0,5.0
9459,3.6,[H][O][C]([H])([H])[C](=[O])[C]1([O][C](=[O])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[H])[C]2([C]([H])([H])[H])[C]([H])([H])[C]([H])([O][H])[C]3([F])[C]4([C]([H])([H])[H])[C]([H])=[C]([H])[C](=[O])[C]([H])=[C]4[C]([H])([H])[C]([H])([H])[C]3([H])[C]2([H])[C]([H])([H])[C@]1([H])[C]([H])([H])[H],37.0,5.5
9460,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],25.0,7.5
9463,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],25.0,8.0
9465,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],25.0,7.0
9467,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],25.0,8.35
9469,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],25.0,9.31
9470,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],25.0,12.33
9471,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],25.0,11.29
9472,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],25.0,10.38
9473,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],22.0,11.5
9474,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],25.0,10.08
9475,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],25.0,8.94
9476,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],25.0,9.84
9477,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],25.0,7.14
9478,3.79,[H][c]1[c]([H])[c]([C]([H])([H])[C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[C]([C]#[N])([c]2[c]([H])[c]([H])[c]([O][C]([H])([H])[H])[c]([O][C]([H])([H])[H])[c]2[H])[C]([H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]([O][C]([H])([H])[H])[c]1[O][C]([H])([H])[H],25.0,8.69
9504,5.72,[H][O][C]([H])([c]1[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[N]1[C]([H])([H])[C]([H])([H])[C]([H])([C]([O][H])([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[C]([H])([H])[C]1([H])[H],25.0,7.4
9513,5.72,[H][O][C]([H])([c]1[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[N]1[C]([H])([H])[C]([H])([H])[C]([H])([C]([O][H])([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[C]([H])([H])[C]1([H])[H],25.0,6.8
9514,5.72,[H][O][C]([H])([c]1[c]([H])[c]([H])[c]([C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[c]([H])[c]1[H])[C]([H])([H])[C]([H])([H])[C]([H])([H])[N]1[C]([H])([H])[C]([H])([H])[C]([H])([C]([O][H])([c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[c]2[c]([H])[c]([H])[c]([H])[c]([H])[c]2[H])[C]([H])([H])[C]1([H])[H],25.0,5.0
9516,3.56,[H][O][C@@]([H])([C](=[O])[N]1[C]([H])([H])[S][C]([H])([H])[C]1([H])[C](=[O])[N]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C@]([H])([N]([H])[C](=[O])[C]([H])([N]([H])[C](=[O])[C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([H])[c]2[c]([H])[n][c]([H])[c]([H])[c]12)[C]([H])([H])[S][C]([H])([H])[H])[C]([H])([H])[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],25.0,7.5
9518,3.56,[H][O][C@@]([H])([C](=[O])[N]1[C]([H])([H])[S][C]([H])([H])[C]1([H])[C](=[O])[N]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C@]([H])([N]([H])[C](=[O])[C]([H])([N]([H])[C](=[O])[C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([H])[c]2[c]([H])[n][c]([H])[c]([H])[c]12)[C]([H])([H])[S][C]([H])([H])[H])[C]([H])([H])[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],25.0,6.8
9519,3.56,[H][O][C@@]([H])([C](=[O])[N]1[C]([H])([H])[S][C]([H])([H])[C]1([H])[C](=[O])[N]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C@]([H])([N]([H])[C](=[O])[C]([H])([N]([H])[C](=[O])[C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([H])[c]2[c]([H])[n][c]([H])[c]([H])[c]12)[C]([H])([H])[S][C]([H])([H])[H])[C]([H])([H])[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],25.0,5.44
9521,3.56,[H][O][C@@]([H])([C](=[O])[N]1[C]([H])([H])[S][C]([H])([H])[C]1([H])[C](=[O])[N]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C@]([H])([N]([H])[C](=[O])[C]([H])([N]([H])[C](=[O])[C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([H])[c]2[c]([H])[n][c]([H])[c]([H])[c]12)[C]([H])([H])[S][C]([H])([H])[H])[C]([H])([H])[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],5.0,2.28
9522,3.56,[H][O][C@@]([H])([C](=[O])[N]1[C]([H])([H])[S][C]([H])([H])[C]1([H])[C](=[O])[N]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C@]([H])([N]([H])[C](=[O])[C]([H])([N]([H])[C](=[O])[C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([H])[c]2[c]([H])[n][c]([H])[c]([H])[c]12)[C]([H])([H])[S][C]([H])([H])[H])[C]([H])([H])[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],25.0,3.36
9523,3.56,[H][O][C@@]([H])([C](=[O])[N]1[C]([H])([H])[S][C]([H])([H])[C]1([H])[C](=[O])[N]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C@]([H])([N]([H])[C](=[O])[C]([H])([N]([H])[C](=[O])[C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([H])[c]2[c]([H])[n][c]([H])[c]([H])[c]12)[C]([H])([H])[S][C]([H])([H])[H])[C]([H])([H])[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],25.0,3.96
9524,3.56,[H][O][C@@]([H])([C](=[O])[N]1[C]([H])([H])[S][C]([H])([H])[C]1([H])[C](=[O])[N]([H])[C]([C]([H])([H])[H])([C]([H])([H])[H])[C]([H])([H])[H])[C@]([H])([N]([H])[C](=[O])[C]([H])([N]([H])[C](=[O])[C]([H])([H])[O][c]1[c]([H])[c]([H])[c]([H])[c]2[c]([H])[n][c]([H])[c]([H])[c]12)[C]([H])([H])[S][C]([H])([H])[H])[C]([H])([H])[c]1[c]([H])[c]([H])[c]([H])[c]([H])[c]1[H],25.0,4.45
